Description,Revenue
SWALLOW WOODEN CHRISTMAS DECORATION,5.1
CHRISTMAS MUSICAL ZINC TREE,5.1
MEDIUM WHITE/PINK ROSE ART FLOWER,5.07
WHITE ALLIUM  ARTIFICIAL FLOWER,5.07
CLASSICAL ROSE SMALL VASE,5.05
ROBIN CHRISTMAS CARD,5.04
RING OF ROSES BIRTHDAY CARD,5.04
RAINY LADIES BIRTHDAY CARD,5.04
EMPIRE BIRTHDAY CARD,5.04
CARD BIRTHDAY COWBOY,5.04
BOTANICAL LAVENDER BIRTHDAY CARD,5.04
SPACEBOY BIRTHDAY CARD,5.04
ELEPHANT BIRTHDAY CARD ,5.04
"FANCY FONT BIRTHDAY CARD, ",5.04
"ELEPHANT, BIRTHDAY CARD, ",5.04
PENNY FARTHING BIRTHDAY CARD,5.04
VINTAGE KID DOLLY CARD ,5.04
BANQUET BIRTHDAY  CARD  ,5.04
CHRISTMAS CARD SINGING ANGEL,5.04
12 PINK ROSE PEG PLACE SETTINGS,5.0
RETRO LONGBOARD IRONING BOARD COVER,5.0
ENGLISH ROSE SPIRIT LEVEL ,5.0
EGG CUP MILKMAID HEIDI,5.0
EIGHT PIECE DINOSAUR SET,5.0
COCKTAIL SWORDS 50 PIECES,4.98
CERAMIC BOWL WITH LOVE HEART DESIGN,4.98
LARGE BONNE JAM JAR  T-LIGHT HOLDER,4.98
HOME SWEET HOME 2 DRAWER CABINET,4.95
GINGHAM RECIPE BOOK BOX,4.95
MUM'S KITCHEN CLOCK,4.95
REGENCY CAKE SLICE,4.95
GLASS SPHERE CANDLE STAND MEDIUM,4.95
FLAMINGO LIGHTS,4.95
WHITE 3 FRAME BIRDS AND TREE ,4.95
BLACK WINE GLASS,4.95
FOLDING UMBRELLA CREAM POLKADOT,4.95
POPPY FIELDS CHOPPING BOARD,4.95
DECORATIVE WICKER HEART LARGE,4.95
 TRELLIS COAT RACK,4.95
BUNDLE OF 3 RETRO NOTE BOOKS,4.949999999999999
STAR T-LIGHT HOLDER WILLIE WINKIE,4.949999999999999
BUNDLE OF 3 ALPHABET EXERCISE BOOKS,4.949999999999999
JUMBO BAG SCANDINAVIAN PAISLEY,4.949999999999999
GARLAND WOODEN HAPPY EASTER,4.8100000000000005
HANGING CLEAR MINI BOTTLE,4.720000000000001
GLITTER CHRISTMAS TREE WITH BELLS,4.6899999999999995
NO JUNK MAIL METAL SIGN,4.68
DECORATION WOBBLY CHICKEN,4.68
PACK OF 12 CIRCUS PARADE TISSUES ,4.68
SET/6 COLLAGE PAPER CUPS,4.56
PINK POODLE HANGING DECORATION ,4.56
HEART DECORATION RUSTIC HANGING ,4.56
ASSORTED TUTTI FRUTTI BRACELET,4.56
WHITE STITCHED WALL CLOCK,4.54
WOODLAND DESIGN  COTTON TOTE BAG,4.5
CERAMIC PIRATE CHEST MONEY BANK,4.35
SILVER M.O.P ORBIT DROP EARRINGS,4.25
BROWN CHECK CAT DOORSTOP ,4.25
AIRLINE BAG VINTAGE WORLD CHAMPION ,4.25
"HOOK, 1 HANGER ,MAGIC GARDEN",4.25
SILVER BLACK ORBIT DROP EARRINGS,4.25
FELT EGG COSY CHICKEN,4.25
BLACK SWEETHEART BRACELET,4.25
METAL SIGN NEIGHBOURHOOD WITCH ,4.2
CHILDS GARDEN SPADE PINK,4.2
BALLOON WATER BOMB PACK OF 35,4.2
FLOWERS TILE HOOK,4.2
CANDY SPOT HAND BAG,4.2
BLUE POLKADOT WASHING UP GLOVES,4.2
WHITE CHRYSANTHEMUMS ART FLOWER,4.2
LA PALMIERA TILE HOOK,4.2
VINTAGE CHRISTMAS GIFT SACK,4.15
DOLLY GIRL MINI BACKPACK,4.15
HEART SHAPED HOLLY WREATH,4.15
BLACK HEART CARD HOLDER,3.95
SET OF 4 DIAMOND NAPKIN RINGS,3.95
ANT WHITE WIRE HEART SPIRAL,3.95
GREEN GOOSE FEATHER TREE 60CM,3.9
SET 12 COLOUR PENCILS DOLLY GIRL ,3.9
SET OF 3 GOLD FLYING DUCKS,3.9
BLUE POLKADOT BEAKER ,3.9
ANTIQUE GLASS HEART DECORATION ,3.9
CHARLIE + LOLA BISCUITS TINS,3.9
BLUE MONTE CARLO HANDBAG,3.9
PINK FAIRY CAKE CHILDRENS APRON,3.9
SWALLOW SQUARE TISSUE BOX,3.9
BLUE EASTER EGG HUNT START POST,3.9
HAIRCLIPS FORTIES FABRIC ASSORTED,3.9
BAG 250g SWIRLY MARBLES,3.8599999999999994
SMALL TAHITI BEACH BAG,3.81
BLUE FLYING SINGING CANARY,3.75
BLUE GEISHA GIRL ,3.75
BLACK VINTAGE  CRYSTAL EARRINGS,3.75
MIDNIGHT GLAMOUR SCARF KNITTING KIT,3.75
MILK PAN PINK POLKADOT,3.75
FAIRY CAKE DESIGN UMBRELLA,3.75
VINTAGE EMBOSSED HEART,3.75
RETROSPOT BABUSHKA DOORSTOP,3.75
PINK DRAWER KNOB ACRYLIC EDWARDIAN,3.75
FILIGRIS HEART WITH BUTTERFLY,3.75
BEACH HUT KEY CABINET,3.75
DECORATIVE FLORE BATHROOM BOTTLE,3.75
HAND OPEN SHAPE DECO.WHITE,3.49
12 PENCILS TALL TUBE SKULLS,3.4
FELT EGG COSY BLUE RABBIT ,3.4
CHRISTMAS RETROSPOT ANGEL WOOD,3.4
DECORATION  BUTTERFLY  MAGIC GARDEN,3.4
DECORATION WHITE CHICK MAGIC GARDEN,3.4
3D SHEET OF CAT STICKERS,3.4
PORCELAIN ROSE SMALL,3.4
FELT EGG COSY WHITE RABBIT ,3.4
METAL RABBIT LADDER EASTER ,3.4
RETROSPOT PADDED SEAT CUSHION,3.39
CARD I LOVE LONDON ,3.36
SILK PURSE BABUSHKA BLUE,3.35
IVORY ENCHANTED FOREST PLACEMAT,3.3
RIDGED BONNE JAM JAR T-LIGHT HOLDER,3.3
WOODLAND PARTY BAG + STICKER SET,3.3
BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,3.3
STRAWBERRY HONEYCOMB  GARLAND ,3.3
IVORY WICKER HEART LARGE,3.3
DOTCOM POSTAGE,3.29
LARGE TORTILLA DESIGN RED BOWL,3.29
"KEY FOB , SHED",3.25
PACK OF 12 DOLLY GIRL TISSUES,3.12
SET 10 CARDS HANGING BAUBLES 17080,2.99
CANDY SPOT CUSHION COVER,2.95
SMALL CHUNKY GLASS ROMAN  BOWL,2.95
PINK HORSE SOCK PUPPET KIT,2.95
YELLOW/BLUE RETRO RADIO,2.95
WOOLLY HAT SOCK GLOVE ADVENT STRING,2.95
WOODEN HAPPY BIRTHDAY GARLAND,2.95
SET OF 6 T-LIGHTS CACTI ,2.95
BLUE PAPER PARASOL ,2.95
FORKED CACTUS CANDLE,2.95
MEASURING TAPE BABUSHKA BLUE,2.95
MEASURING TAPE BABUSHKA PINK,2.95
PINK PAPER PARASOL ,2.95
RED GINGHAM TEDDY BEAR ,2.95
FELTCRAFT DOLL MARIA,2.95
ANT SILVER LIME GREEN BOUDICCA RING,2.95
ANGEL DECORATION 3 BUTTONS ,2.94
SET OF 36 DOLLY GIRL PAPER DOILIES,2.9
SET OF 36 DINOSAUR PAPER DOILIES,2.9
SET OF 12 FORK CANDLES,2.89
HOUSE SHAPE PENCIL SHARPENER,2.88
PACK OF 12 WOODLAND TISSUES ,2.73
12 PENCIL SMALL TUBE WOODLAND,2.6
COFFEE MUG PINK PAISLEY DESIGN,2.55
TROPICAL  HONEYCOMB PAPER GARLAND ,2.55
MONTANA DIAMOND CLUSTER EARRINGS,2.55
SET OF 4 NAPKIN CHARMS CROWNS ,2.55
GREEN METAL SWINGING BUNNY,2.55
PACK OF 20 NAPKINS RED APPLES,2.55
PACK OF 6 PANNETONE GIFT BOXES,2.55
WHITE TRAVEL ALARM CLOCK,2.55
GARDEN PATH JOURNAL,2.55
HANGING JAM JAR T-LIGHT HOLDERS,2.55
CERAMIC STRAWBERRY MONEY BOX,2.55
RETROSPOT GIANT TUBE MATCHES,2.55
PINK LARGE JEWELED PHOTOFRAME,2.55
CAMOUFLAGE DESIGN TEDDY,2.55
ILLUSTRATED CAT BOWL ,2.55
VINTAGE GOLD TINSEL REEL,2.52
LIPSTICK PEN RED,2.52
CHARLIE & LOLA WASTEPAPER BIN BLUE,2.5
PLAYING CARDS KEEP CALM & CARRY ON,2.5
FROG CANDLE,2.5
SMALL WHITE/PINK ROSE ART FLOWER,2.5
SET OF 3 BIRD LIGHT PINK FEATHER ,2.5
SET 6 FOOTBALL CELEBRATION CANDLES,2.5
ROTATING LEAVES T-LIGHT HOLDER,2.5
SALLE DE BAIN HOOK,2.5
 50'S CHRISTMAS GIFT BAG LARGE,2.5
IVORY SWEETHEART SOAP DISH,2.49
PARTY CHARMS 50 PIECES,2.4899999999999998
PINK PAISLEY SQUARE TISSUE BOX ,2.34
BLUE FLOCK GLASS CANDLEHOLDER,2.28
"GREETING CARD, STICKY GORDON",2.28
SET/6 FRUIT SALAD PAPER CUPS,2.28
NUMBER TILE COTTAGE GARDEN No,2.1
WALL TIDY RETROSPOT ,2.1
SET/6 BLACK BIRD T-LIGHT CANDLES,2.1
SILVER PHOTO FRAME,2.1
FUNKY WASHING UP GLOVES ASSORTED,2.1
RETROSPOT RED WASHING UP GLOVES,2.1
ASSORTED TUTTI FRUTTI LARGE PURSE,2.1
COCKLE SHELL DISH,2.1
HOME SWEET HOME BOTTLE ,2.08
LOVE HEART TRINKET POT,1.9500000000000002
NUMBER TILE VINTAGE FONT 4,1.95
NUMBER TILE VINTAGE FONT 6 ,1.95
NUMBER TILE VINTAGE FONT 3,1.95
NUMBER TILE COTTAGE GARDEN 9,1.95
FOOD CONTAINER SET 3 LOVE HEART ,1.95
HEART MINI PORTRAIT FRAME,1.95
T-LIGHT HOLDER SWEETHEART HANGING,1.95
PSYCHEDELIC TILE HOOK,1.95
NUMBER TILE COTTAGE GARDEN 1,1.95
PINK MONTE CARLO HANDBAG,1.95
TV DINNER TRAY AIR HOSTESS ,1.95
PINK BUTTERFLY CUSHION COVER,1.95
MRS ROBOT SOFT TOY,1.95
JUMBO BAG CHARLIE AND LOLA TOYS,1.79
PINK VINTAGE SPOT BEAKER,1.7
IVORY HANGING DECORATION  HEART,1.7
BLUE GLASS GEMS IN BAG,1.7
WOOD STOCKING CHRISTMAS SCANDISPOT,1.7
BUNNY WOODEN PAINTED WITH BIRD ,1.7
BUNNY WOODEN PAINTED WITH FLOWER ,1.7
FAIRY SOAP SOAP HOLDER,1.69
PLACE SETTING WHITE STAR,1.68
FOLDING BUTTERFLY MIRROR HOT PINK ,1.66
12 MESSAGE CARDS WITH ENVELOPES,1.65
PINK HEART SHAPE PHOTO FRAME,1.65
LARGE HEART MEASURING SPOONS,1.65
PINK SMALL JEWELLED PHOTOFRAME,1.65
GLASS CHALICE GREEN  SMALL ,1.65
RETROSPOT SMALL TUBE MATCHES,1.65
SET/4 RED MINI ROSE CANDLE IN BOWL,1.65
SUKI  SHOULDER BAG,1.65
S/4 BLACK MINI ROSE CANDLE IN BOWL,1.65
VINTAGE  2 METRE FOLDING RULER,1.65
HEART IVORY TRELLIS LARGE,1.65
EAU DE NILE HEART SHAPE PHOTO FRAME,1.65
S/4 GROOVY CAT MAGNETS,1.58
ASSTD MULTICOLOUR CIRCLES MUG,1.56
POLYESTER FILLER PAD 45x45cm,1.55
ENGLISH ROSE SCENTED HANGING FLOWER,1.5
SET OF 36 VINTAGE CHRISTMAS DOILIES,1.45
DOOR HANGER  MUM + DADS ROOM,1.45
SET OF 36 MUSHROOM PAPER DOILIES,1.45
PORCELAIN HANGING BELL SMALL,1.45
LOVE HEART SOCK HANGER,1.45
FRENCH LAUNDRY SIGN BLUE METAL,1.45
WINE BOTTLE DRESSING DARK BLUE,1.44
PENS ASSORTED FUNKY JEWELED ,1.33
PACK OF 12 STICKY BUNNIES,1.3
GIFT BAG BIRTHDAY,1.3
HANGING HEART MIRROR DECORATION ,1.3
TRAVEL CARD WALLET VINTAGE LEAF,1.26
RETRO PLASTIC 70'S TRAY,1.26
DECORATIVE CATS BATHROOM BOTTLE,1.25
SILVER BELLS TABLE DECORATION,1.25
EGG CUP HENRIETTA HEN PINK,1.25
MONEY BOX BISCUITS DESIGN,1.25
CRAZY DAISY HEART DECORATION,1.25
EMPIRE DESIGN ROSETTE,1.25
MONEY BOX KINGS CHOICE DESIGN,1.25
POCKET BAG BLUE PAISLEY RED SPOT,1.25
EGG CUP HENRIETTA HEN CREAM ,1.25
ASSORTED TUTTI FRUTTI SMALL PURSE,1.25
SET OF 4 ENGLISH ROSE COASTERS,1.25
SET OF 3 WOODEN SLEIGH DECORATIONS,1.25
SPACEBOY CHILDRENS EGG CUP,1.25
WATERING CAN GARDEN MARKER,1.25
PINK LOVE BIRD CANDLE,1.25
DO NOT TOUCH MY STUFF DOOR HANGER ,1.25
EASTER BUNNY HANGING GARLAND,1.25
HEN PARTY CORDON BARRIER TAPE,1.25
RED METAL BEACH SPADE ,1.25
SET 36 COLOURING PENCILS DOILY,1.25
DOLLY GIRL CHILDRENS EGG CUP,1.25
GARDENIA 1 WICK MORRIS BOXED CANDLE,1.25
2 PICTURE BOOK EGGS EASTER CHICKS,1.25
200 BENDY SKULL STRAWS,1.25
LARGE RED BABUSHKA NOTEBOOK ,1.25
HAPPY STENCIL CRAFT,1.25
12 IVORY ROSE PEG PLACE SETTINGS,1.25
MULTICOLOUR SPRING FLOWER MUG,1.17
GOLD SCROLL GLASS T-LIGHT HOLDER,1.17
DARK BIRD HOUSE TREE DECORATION,1.16
TRADITIONAL MODELLING CLAY,1.06
MONEY BOX POCKET MONEY DESIGN,1.06
BIRD DECORATION RED RETROSPOT,0.85
HANGING HEART BONHEUR,0.85
SWEET PUDDING STICKER SHEET,0.85
BASKET OF FLOWERS SEWING KIT,0.85
IVORY HANGING DECORATION  BIRD,0.85
CHRISTMAS GINGHAM TREE,0.85
SMALL HEART FLOWERS HOOK ,0.85
BEST DAD CANDLE LETTERS,0.85
MAGIC TREE -PAPER FLOWERS,0.85
RED FLOCK LOVE HEART PHOTO FRAME,0.85
MINI  ZINC GARDEN DECORATIONS ,0.85
EASTER DECORATION SITTING BUNNY,0.85
FOLKART ZINC HEART CHRISTMAS DEC,0.85
SEWING SUSAN 21 NEEDLE SET,0.85
BOOZE & WOMEN GREETING CARD ,0.84
MINI JIGSAW DINOSAUR ,0.84
MINI PLAYING CARDS DOLLY GIRL ,0.84
LIPSTICK PEN FUSCHIA,0.84
PACK OF 12 TRADITIONAL CRAYONS,0.84
MAGIC DRAWING SLATE SPACEBOY ,0.84
BLUE CHECK BAG W HANDLE 34X20CM,0.83
50'S CHRISTMAS PAPER GIFT BAG,0.82
BLACK MEDIUM GLASS CAKE STAND,0.79
BLACK BIRD GARDEN DESIGN MUG,0.78
PINK/WHITE CHRISTMAS TREE 60CM,0.65
SUMMER FUN DESIGN SHOWER CAP,0.58
SWIRLY CIRCULAR RUBBERS IN BAG,0.42
CHRISTMAS TREE HEART DECORATION,0.42
HEN HOUSE W CHICK STANDING,0.42
MINI JIGSAW PURDEY,0.42
TOYBOX  WRAP ,0.42
MINI JIGSAW BUNNIES,0.42
MINI JIGSAW CIRCUS PARADE ,0.42
TRAVEL CARD WALLET I LOVE LONDON,0.42
ASSORTED CIRCULAR MOBILE,0.42
ASSORTED MONKEY SUCTION CUP HOOK,0.42
CANDY HEART HANGING DECORATION,0.39
PACK OF 12 SUKI TISSUES ,0.39
TUMBLER BAROQUE,0.39
WAKE UP COCKEREL TILE HOOK,0.39
MAGNETS PACK OF 4 HOME SWEET HOME,0.39
BLACK SMALL GLASS CAKE STAND,0.39
STRIPY DESIGN SHOWER CAP,0.29
FRENCH STYLE STORAGE JAR JAM,0.29
RECYCLED PENCIL WITH RABBIT ERASER,0.21
STARS GIFT TAPE ,0.19
HANGING WOOD AND FELT FLOWER,0.12
crushed boxes,0.0
crushed,0.0
stock creditted wrongly,0.0
taig adjust no stock,0.0
smashed,0.0
label mix up,0.0
lost,0.0
sold in set?,0.0
sold with wrong barcode,0.0
stock check,0.0
Show Samples,0.0
Dotcom,0.0
Thrown away-rusty,0.0
Thrown away.,0.0
Damaged,0.0
Dagamed,0.0
Damages/samples,0.0
Display,0.0
"MERCHANT CHANDLER CREDIT ERROR, STO",0.0
crushed ctn,0.0
"Unsaleable, destroyed.",0.0
Breakages,0.0
CHECK,0.0
lost in space,0.0
lost??,0.0
missing,0.0
missing?,0.0
dotcom sold sets,0.0
ebay,0.0
20713,0.0
20713 wrongly marked,0.0
adjust,0.0
adjustment,0.0
barcode problem,0.0
broken,0.0
can't find,0.0
check,0.0
code mix up? 84930,0.0
counted,0.0
cracked,0.0
? sold as sets?,0.0
??,0.0
???missing,0.0
???lost,0.0
Incorrect stock entry.,0.0
Damages,0.0
?? missing,0.0
???,0.0
????damages????,0.0
Printing smudges/thrown away,0.0
?display?,0.0
Amazon sold sets,0.0
Crushed,0.0
DAMAGED,0.0
?sold as sets?,0.0
?missing,0.0
?lost,0.0
POSSIBLE DAMAGES OR LOST?,0.0
Not rcvd in 10/11/2010 delivery,0.0
OOPS ! adjustment,0.0
Given away,0.0
Missing,0.0
faulty,0.0
found some more on shelf,0.0
historic computer difference?....se,0.0
incorrect stock entry.,0.0
????missing,0.0
?,0.0
Dotcom sold in 6's,0.0
WET/MOULDY,0.0
Dotcom set,0.0
Dotcom sales,0.0
MIA,0.0
Sold as 1 on dotcom,0.0
samples/damages,0.0
samples,0.0
rusty thrown away,0.0
rusty throw away,0.0
reverse previous adjustment,0.0
incorrectly put back into stock,0.0
incorrectly made-thrown away.,0.0
incorrectly credited C550456 see 47,0.0
Water damaged,0.0
Wet pallet-thrown away,0.0
Wrongly mrked had 85123a in box,0.0
temp adjustment,0.0
test,0.0
throw away,0.0
showroom,0.0
wrongly coded-23343,0.0
thrown away-can't sell.,0.0
sold as 1,0.0
sold as 22467,0.0
sold as set by dotcom,0.0
sold as set on dotcom,0.0
sold as set on dotcom and amazon,0.0
sold as set/6 by dotcom,0.0
wet pallet,0.0
wet rusty,0.0
wet/rusty,0.0
wet?,0.0
wrong barcode,0.0
wrong barcode (22467),0.0
wrong code,0.0
thrown away,0.0
thrown away-can't sell,0.0
wrongly coded 20713,0.0
wrong code?,0.0
water damage,0.0
water damaged,0.0
mouldy,0.0
"mouldy, thrown away.",0.0
mix up with c,0.0
mixed up,0.0
mystery! Only ever imported 1800,0.0
"mouldy, unsaleable.",0.0
printing smudges/thrown away,0.0
re dotcom quick fix.,0.0
reverse 21/5/10 adjustment,0.0
re-adjustment,0.0
wet,0.0
wet boxes,0.0
wet damaged,0.0
damaged,0.0
damaged stock,0.0
damages,0.0
damages wax,0.0
damages/credits from ASOS.,0.0
damages/display,0.0
damages/dotcom?,0.0
damages/showroom etc,0.0
damages?,0.0
dotcom,0.0
dotcom sales,0.0
wrongly marked carton 22804,0.0
wrongly marked. 23343 in box,0.0
wrongly sold as sets,0.0
wrongly sold sets,0.0
